aid,sid,featured,first_epid,last_epid,update_anchor,n_episodes,season_fraction
Ellen Cleghorne,19,FALSE,NA,NA,FALSE,20,1
Ellen Cleghorne,20,FALSE,NA,NA,FALSE,20,1
Michael Che,40,TRUE,NA,NA,TRUE,21,1
Michael Che,41,TRUE,NA,NA,TRUE,21,1
Michael Che,42,FALSE,NA,NA,TRUE,21,1
Michael Che,43,FALSE,NA,NA,TRUE,21,1
Michael Che,44,FALSE,NA,NA,TRUE,21,1
Michael Che,45,FALSE,NA,NA,TRUE,18,1
Michael Che,46,FALSE,NA,NA,TRUE,17,1
Chevy Chase,1,FALSE,NA,NA,TRUE,24,1
Chevy Chase,2,FALSE,NA,19761030,TRUE,6,0.2727272727272727
Dana Carvey,12,FALSE,NA,NA,FALSE,20,1
Dana Carvey,13,FALSE,NA,NA,FALSE,13,1
Dana Carvey,14,FALSE,NA,NA,FALSE,20,1
Dana Carvey,15,FALSE,NA,NA,FALSE,20,1
Dana Carvey,16,FALSE,NA,NA,FALSE,20,1
Dana Carvey,17,FALSE,NA,NA,FALSE,20,1
Dana Carvey,18,FALSE,NA,19930206,FALSE,12,0.6
Beth Cahill,17,TRUE,19911116,NA,FALSE,15,0.75
Aidy Bryant,38,TRUE,NA,NA,FALSE,21,1
Aidy Bryant,39,FALSE,NA,NA,FALSE,21,1
Aidy Bryant,40,FALSE,NA,NA,FALSE,21,1
Aidy Bryant,41,FALSE,NA,NA,FALSE,21,1
Aidy Bryant,42,FALSE,NA,NA,FALSE,21,1
Aidy Bryant,43,FALSE,NA,NA,FALSE,21,1
Aidy Bryant,44,FALSE,NA,NA,FALSE,21,1
Aidy Bryant,45,FALSE,NA,NA,FALSE,18,1
Aidy Bryant,46,FALSE,NA,NA,FALSE,17,1
Paul Brittain,36,TRUE,NA,NA,FALSE,22,1
Paul Brittain,37,TRUE,NA,20120114,FALSE,12,0.5454545454545454
Jim Breuer,21,FALSE,NA,NA,FALSE,20,1
Jim Breuer,22,FALSE,NA,NA,FALSE,20,1
Jim Breuer,23,FALSE,NA,NA,FALSE,20,1
Beck Bennett,39,TRUE,NA,NA,FALSE,21,1
Beck Bennett,40,TRUE,NA,NA,FALSE,21,1
Beck Bennett,41,FALSE,NA,NA,FALSE,21,1
Beck Bennett,42,FALSE,NA,NA,FALSE,21,1
Beck Bennett,43,FALSE,NA,NA,FALSE,21,1
Beck Bennett,44,FALSE,NA,NA,FALSE,21,1
Beck Bennett,45,FALSE,NA,NA,FALSE,18,1
Beck Bennett,46,FALSE,NA,NA,FALSE,17,1
John Belushi,1,FALSE,NA,NA,FALSE,24,1
John Belushi,2,FALSE,NA,NA,FALSE,22,1
John Belushi,3,FALSE,NA,NA,FALSE,20,1
John Belushi,4,FALSE,NA,NA,FALSE,20,1
Jim Belushi,9,FALSE,NA,NA,FALSE,19,1
Jim Belushi,10,FALSE,NA,NA,FALSE,17,1
Vanessa Bayer,36,TRUE,NA,NA,FALSE,22,1
Vanessa Bayer,37,TRUE,NA,NA,FALSE,22,1
Vanessa Bayer,38,FALSE,NA,NA,FALSE,21,1
Vanessa Bayer,39,FALSE,NA,NA,FALSE,21,1
Vanessa Bayer,40,FALSE,NA,NA,FALSE,21,1
Vanessa Bayer,41,FALSE,NA,NA,FALSE,21,1
Vanessa Bayer,42,FALSE,NA,NA,FALSE,21,1
Morwenna Banks,20,FALSE,19950408,NA,FALSE,4,0.2
Peter Aykroyd,5,TRUE,19800126,NA,FALSE,12,0.6
Dan Aykroyd,1,FALSE,NA,NA,FALSE,24,1
Dan Aykroyd,2,FALSE,NA,NA,FALSE,22,1
Dan Aykroyd,3,FALSE,NA,NA,TRUE,20,1
Dan Aykroyd,4,FALSE,NA,NA,FALSE,20,1
Fred Armisen,28,TRUE,NA,NA,FALSE,20,1
Fred Armisen,29,TRUE,NA,NA,FALSE,20,1
Fred Armisen,30,FALSE,NA,NA,FALSE,20,1
Fred Armisen,31,FALSE,NA,NA,FALSE,19,1
Fred Armisen,32,FALSE,NA,NA,FALSE,20,1
Fred Armisen,33,FALSE,NA,NA,FALSE,12,1
Fred Armisen,34,FALSE,NA,NA,FALSE,22,1
Fred Armisen,35,FALSE,NA,NA,FALSE,22,1
Fred Armisen,36,FALSE,NA,NA,FALSE,22,1
Fred Armisen,37,FALSE,NA,NA,FALSE,22,1
Fred Armisen,38,FALSE,NA,NA,FALSE,21,1
